"id","item_1","item_2","item_3","item_4","item_5","item_6","item_7","item_8","item_9","item_10","item_11","item_12","item_13","item_14","item_15","item_16","item_17","item_18","item_19","item_20","item_21","item_22","item_23","item_24","item_25","item_26","item_27","item_28","item_29","item_30","item_31","item_32","item_33","item_34","item_35","item_36","item_37","item_38","item_39","item_40","item_41","item_42","item_43","item_44","item_45","item_46","item_47","item_48","item_49","item_50","item_51","item_52","item_53","item_54","item_55","item_56","item_57","item_58","item_59","item_60","item_61","item_62","item_63","item_64","item_65","item_66","item_67","item_68","item_69","item_70","item_71","item_72","item_73","item_74","item_75","item_76","item_77","item_78","item_79","item_80","item_81","item_82","item_83","item_84","item_85","item_86","item_87","item_88","item_89","item_90","item_91","item_92","item_93","item_94","item_95","item_96","item_97","item_98","item_99","item_100"
"R197",3,3,4,2,4,1,1,5,5,4,2,3,4,3,3,1,2,4,4,3,4,4,4,4,2,2,2,5,4,3,3,2,4,4,4,4,2,5,2,5,2,3,5,5,4,5,3,5,5,5,2,3,4,4,2,2,3,5,5,4,3,4,4,1,4,2,3,3,5,3,2,3,4,4,2,3,3,4,4,3,1,3,5,4,2,3,4,2,5,3,1,4,4,4,3,3,4,4,5,4
"R198",3,4,4,4,5,4,4,5,4,5,4,5,5,4,4,2,4,3,3,4,4,3,5,3,2,2,3,5,5,4,2,3,5,4,5,4,2,5,4,3,2,5,4,4,4,3,4,4,2,3,3,3,4,3,3,2,4,2,5,4,2,4,5,4,4,4,4,5,4,3,3,4,5,5,4,3,3,4,3,4,3,3,4,2,2,2,4,5,4,4,3,4,5,4,4,2,3,4,3,4
"R199",5,4,5,2,2,2,5,5,5,5,5,4,5,5,4,2,4,2,4,2,5,5,2,2,2,4,2,5,5,4,4,2,5,4,4,4,5,5,5,4,4,2,4,5,2,5,2,5,2,4,4,5,2,2,2,2,2,2,5,5,4,5,5,2,4,2,5,5,4,5,5,1,4,4,2,1,1,5,2,2,4,4,3,4,2,5,5,2,4,2,5,5,4,5,2,3,2,5,5,5
"R200",2,5,5,4,4,3,4,3,1,4,2,4,3,5,4,2,3,5,3,4,5,5,4,2,4,2,4,4,3,5,2,5,4,4,5,4,4,5,3,4,2,4,4,4,4,2,4,4,3,4,4,5,4,4,3,2,5,4,3,4,2,4,4,3,4,2,4,4,5,4,2,4,4,4,4,2,4,4,4,4,3,4,4,3,3,1,4,3,4,4,2,4,4,3,4,2,4,4,5,3
"R201",3,3,4,4,4,1,4,4,2,3,4,3,4,4,3,2,2,4,2,3,3,3,3,3,2,3,2,4,3,4,4,3,3,3,5,3,5,5,3,2,3,4,5,4,5,2,4,4,3,1,4,3,5,2,2,4,4,5,4,3,3,4,3,3,3,2,4,5,5,4,4,4,2,4,2,3,2,5,4,4,5,4,5,1,2,2,1,5,5,2,4,4,4,3,4,4,2,5,4,2
"R202",2,4,4,3,5,2,5,3,2,3,4,4,3,5,5,2,2,5,5,4,2,5,5,3,3,3,5,3,5,3,2,5,4,4,4,2,4,4,4,3,1,4,4,4,4,2,3,5,1,5,5,4,2,2,2,4,5,2,4,2,2,4,4,4,4,2,5,4,2,2,1,5,2,5,4,2,4,4,4,3,4,4,3,2,4,2,5,2,3,2,1,5,4,4,4,1,3,2,2,3
"R203",2,2,5,2,3,1,1,5,5,2,5,1,5,5,3,5,1,2,5,5,3,2,5,5,1,1,2,3,5,5,2,1,5,5,5,1,1,4,3,1,3,1,5,5,5,5,1,3,5,2,5,3,2,5,4,1,3,5,5,5,2,1,5,2,2,1,2,5,2,1,5,5,5,5,3,5,1,5,5,3,3,2,5,1,1,1,5,5,5,2,1,2,5,5,2,3,5,5,3,2
"R204",3,2,4,3,5,3,2,1,5,4,3,3,4,4,5,3,3,3,4,3,4,4,5,2,1,4,3,1,5,4,2,3,3,4,5,4,3,4,5,4,1,4,3,4,3,2,4,5,4,5,4,3,1,4,4,2,5,3,4,2,2,3,3,2,4,4,1,4,3,4,2,3,3,3,5,4,2,4,3,4,5,5,5,2,4,3,5,3,4,3,4,2,4,4,3,2,4,2,3,5
"R205",2,2,3,4,4,3,1,5,3,2,2,1,2,2,4,5,2,4,4,3,4,3,3,5,3,1,2,4,4,4,3,2,3,1,4,3,1,5,4,1,2,1,3,4,5,4,2,5,5,3,4,2,3,4,4,3,2,5,4,5,2,1,4,4,4,2,2,5,5,3,2,4,4,3,4,5,3,5,5,3,2,2,5,4,3,2,2,2,5,3,2,1,5,1,4,1,2,5,4,3
"R206",3,2,2,4,5,3,1,5,5,5,2,5,4,4,5,3,4,2,3,5,1,1,1,1,5,2,3,5,4,5,1,3,1,4,5,2,1,5,4,5,1,5,4,4,4,1,4,4,5,4,5,2,5,1,4,1,4,1,5,1,1,4,5,4,5,5,1,4,5,5,1,3,3,5,5,4,5,5,5,5,2,5,1,1,3,1,5,3,5,5,1,5,5,4,5,1,1,2,4,5
"R207",4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,3,4,3,4,4,3,4,4,4,3,2,3,1,3,4,4,4,3,3,4,3,3,4,3,4,1,3,5,4,4,4,4,4,3,4,3,3,4,2,4,2,4,3,4,4,2,4,4,4,4,3,4,4,4,4,2,4,4,4,4,2,3,4,3,4,3,3,4,2,2,2,4,2,4,3,2,4,4,4,4,2,3,4,3,4
"R208",5,5,5,2,2,5,3,4,3,3,5,4,5,4,3,5,3,3,3,3,3,3,3,2,1,5,2,5,3,2,5,4,5,3,4,5,3,5,3,3,4,4,5,4,2,5,3,3,5,2,5,3,4,3,2,4,4,5,4,2,4,2,5,3,3,5,2,4,2,3,4,5,4,4,1,4,3,4,2,3,5,3,5,5,2,4,3,3,3,3,5,4,4,3,2,5,2,3,2,2
"R209",4,4,3,4,5,3,5,3,4,4,3,4,3,4,4,2,5,4,4,4,4,5,3,2,4,3,3,4,5,3,4,4,5,4,4,4,4,5,4,4,1,4,4,4,5,3,5,5,4,5,4,4,3,3,4,4,5,3,5,4,3,4,4,4,4,4,5,4,3,3,2,4,3,3,5,3,5,5,3,4,3,5,3,3,4,4,3,1,4,4,4,5,4,4,3,2,3,5,2,3
"R210",4,4,4,4,5,2,2,5,4,4,2,4,4,5,4,2,4,5,4,4,5,4,4,4,2,2,4,4,4,4,1,1,2,4,4,2,4,5,2,2,1,5,4,4,5,4,4,5,4,5,2,5,5,4,2,2,4,4,4,5,2,5,2,4,4,1,5,5,2,2,1,4,5,5,5,2,4,5,4,5,2,5,4,4,4,2,4,4,5,4,2,5,4,4,5,1,5,4,4,2
"R211",3,4,4,2,5,5,1,4,5,5,1,4,5,4,3,1,5,5,4,4,1,5,4,5,4,4,3,1,2,4,1,3,4,3,5,4,2,5,4,5,2,3,5,5,5,4,4,4,2,4,4,3,3,4,2,4,5,3,5,3,2,5,5,2,4,4,3,5,1,4,1,3,4,4,4,2,4,4,3,4,4,4,4,2,4,1,1,1,5,3,1,5,3,2,4,1,4,5,3,3
"R212",5,4,4,4,3,2,5,4,4,5,5,2,4,4,4,4,3,3,2,2,4,5,5,1,2,4,3,3,4,2,5,4,4,2,4,5,4,5,1,5,5,3,5,5,4,5,4,5,5,4,5,4,1,2,3,4,4,5,5,5,5,4,5,4,3,5,5,4,2,5,5,3,4,5,4,4,4,5,4,4,4,5,3,2,2,5,5,3,4,2,5,4,4,2,1,5,4,5,2,4
"R213",5,3,2,2,2,4,3,3,5,4,4,3,4,3,4,4,2,3,3,2,2,4,2,3,2,5,4,1,4,2,4,3,3,3,3,4,3,5,3,4,2,2,4,3,2,4,3,4,4,4,5,4,3,3,2,3,4,3,4,2,4,3,4,2,3,5,3,2,2,5,4,4,4,4,5,5,3,2,4,3,5,4,2,4,2,3,4,1,4,3,5,4,4,3,2,3,2,4,4,3
"R214",4,2,5,2,4,2,1,5,5,4,3,4,5,4,5,2,3,3,4,4,4,4,4,3,3,4,4,1,2,4,4,3,5,3,4,3,1,5,4,4,2,4,4,4,5,5,4,4,2,4,2,3,5,4,5,2,5,1,4,4,4,2,5,2,4,3,4,4,5,5,2,4,5,4,5,4,4,5,5,5,3,3,5,4,5,2,4,1,2,5,2,4,5,4,4,2,4,4,5,5
"R215",5,4,5,2,4,4,2,4,5,5,4,3,5,3,5,4,4,2,1,3,5,3,4,5,2,4,3,4,4,3,4,4,1,2,4,5,2,5,5,4,4,4,5,4,5,5,5,4,4,4,4,2,3,4,4,4,2,2,4,4,4,4,2,2,4,4,5,2,2,5,4,4,2,3,5,4,2,5,4,4,2,5,5,5,2,4,5,1,5,3,5,4,2,2,1,3,4,2,2,5
"R216",5,4,4,3,4,2,4,2,5,5,3,3,5,4,4,3,5,2,5,2,3,5,3,3,4,5,4,3,4,5,4,4,5,2,4,4,4,4,2,5,2,2,4,2,2,5,5,5,5,5,4,2,1,2,4,4,3,1,2,2,2,2,5,4,2,2,4,5,5,5,3,4,5,4,2,2,5,2,1,3,3,5,3,4,5,4,5,3,5,4,5,3,5,4,3,3,2,5,4,5
"R217",3,1,4,5,5,1,2,5,4,4,3,5,2,5,4,4,3,3,5,4,4,5,5,2,5,2,5,3,5,4,1,5,1,5,5,1,3,5,4,4,1,4,4,5,5,1,4,5,1,5,1,5,5,3,5,2,5,1,5,5,1,5,1,5,5,5,4,5,4,3,3,5,4,5,5,1,4,5,3,5,1,5,4,3,5,1,2,1,5,4,2,5,1,5,5,1,3,5,4,4
"R218",4,5,5,4,4,2,2,5,5,4,1,4,4,5,5,1,4,4,4,5,1,5,5,4,4,2,5,5,4,5,1,5,4,5,5,2,5,5,5,4,1,5,5,5,5,4,4,5,2,5,5,5,4,4,4,4,5,4,5,5,2,5,5,4,5,2,5,5,5,5,2,4,5,5,1,4,2,5,5,5,4,5,4,4,4,1,5,4,5,4,2,5,2,4,5,1,4,2,5,2
"R219",4,5,5,4,5,3,2,5,4,3,3,4,4,5,3,3,4,4,3,5,2,4,5,2,2,3,3,5,5,4,2,3,3,4,4,4,2,5,3,2,2,3,4,4,4,4,3,5,2,5,2,3,4,1,3,2,3,2,5,4,3,4,5,4,4,3,4,4,5,4,3,4,4,4,3,3,3,4,4,4,4,3,5,2,2,3,4,5,4,2,4,4,3,4,3,2,4,5,2,3
"R220",4,4,2,2,5,4,5,4,4,5,4,2,4,4,4,4,2,2,4,5,5,5,2,2,4,4,4,4,5,4,5,4,5,4,4,4,4,5,3,5,3,2,5,5,4,5,2,5,3,5,5,5,2,2,4,2,3,1,5,4,2,2,5,2,4,2,5,5,4,4,4,2,4,5,4,4,4,5,5,4,5,5,2,2,2,5,4,2,4,4,5,2,5,2,2,4,2,5,4,5
"R221",4,5,4,4,4,5,3,4,4,5,4,5,4,4,4,3,3,3,2,2,5,5,4,2,2,5,3,3,3,3,4,2,4,3,4,5,5,5,3,5,4,3,4,4,4,4,3,4,2,3,4,4,4,2,4,2,4,4,3,1,4,4,3,2,4,4,3,4,5,5,4,3,3,3,3,1,2,5,3,3,4,3,4,1,3,2,1,1,3,2,5,4,3,2,3,3,4,5,5,4
"R222",5,4,4,3,3,3,5,5,4,4,4,3,4,5,4,2,4,4,4,4,2,5,4,3,1,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,2,4,4,5,3,4,5,4,5,4,5,4,4,3,4,4,4,3,3,2,4,3,4,4,4,4,4,2,4,4,4,5,5,3,3,3,4,4,4,4,5,4,4,4,2,4,3,4,3,4,4,4,4,4,2,2,4,3,2
"R223",3,4,5,4,4,2,5,3,2,1,2,5,3,5,4,1,4,4,3,5,2,5,4,2,2,1,4,3,4,4,2,4,5,4,5,4,5,5,4,5,1,4,3,4,5,1,4,5,3,5,4,5,5,4,5,2,5,4,4,5,2,5,4,4,4,2,5,4,1,4,1,4,4,4,5,4,4,5,5,4,2,5,4,4,5,1,3,4,5,5,2,5,4,4,4,1,4,3,4,2
"R224",2,1,5,1,4,1,1,3,2,5,2,5,2,1,1,1,5,5,1,5,4,2,5,5,4,1,4,5,2,2,1,1,1,3,4,1,1,5,1,5,1,4,1,1,5,1,5,2,1,4,1,5,5,2,2,1,4,5,1,5,1,4,5,1,4,1,1,5,2,5,1,5,1,1,4,4,4,5,2,5,2,3,5,2,5,1,1,5,1,5,4,3,5,4,5,1,1,1,1,4
"R225",3,4,4,3,4,2,4,4,4,3,3,3,4,3,3,4,3,5,3,2,2,5,5,4,2,2,2,5,5,4,5,3,4,3,4,4,3,5,3,2,3,2,5,5,4,4,3,5,5,4,5,5,5,4,3,2,4,5,5,5,3,3,4,3,3,2,3,4,3,2,3,3,4,3,3,5,3,5,3,4,2,4,4,3,2,2,2,4,4,3,3,4,4,3,3,3,2,3,3,2
"R226",1,5,5,4,5,2,5,5,4,4,2,4,5,5,4,2,5,4,2,4,4,4,2,2,4,2,4,2,5,2,1,5,4,4,4,2,4,5,4,4,2,5,5,4,4,4,5,5,4,5,4,5,5,2,4,2,4,2,5,2,2,5,4,4,4,2,5,5,1,4,2,4,5,5,4,2,5,4,2,4,2,5,5,4,4,2,2,2,4,4,2,5,4,4,4,1,4,5,4,4
"R227",4,4,5,4,5,3,5,5,2,5,2,4,5,5,3,5,5,2,4,4,3,5,4,1,4,2,5,5,3,5,3,5,5,4,4,4,4,5,3,5,1,3,5,4,4,5,5,3,2,4,2,3,2,1,4,2,5,4,4,3,4,5,5,4,4,3,5,4,2,5,2,4,4,5,5,3,4,4,2,4,3,4,5,1,4,2,5,3,4,4,3,5,5,4,4,2,4,4,2,5
"R228",2,5,4,2,5,4,5,5,1,3,4,5,2,4,3,1,4,5,3,5,1,5,5,5,2,1,4,5,5,4,1,4,2,2,5,5,5,5,2,2,4,5,4,4,5,4,4,5,4,4,2,5,5,5,2,2,5,4,5,4,1,5,4,2,4,2,2,5,1,5,4,5,5,5,2,1,4,5,4,4,5,5,5,2,3,3,1,3,2,2,1,5,5,3,4,3,5,3,5,2
"R229",4,5,4,2,5,3,3,5,4,5,4,5,4,5,4,2,4,4,3,4,4,4,4,2,4,3,3,5,4,4,4,4,3,4,5,2,5,5,4,5,2,5,5,5,4,2,4,5,2,5,3,5,5,3,4,2,5,4,4,4,2,4,3,4,5,2,4,5,3,5,3,4,5,5,5,1,4,5,4,4,2,5,5,1,4,1,4,5,5,4,3,4,3,4,4,2,4,5,5,4
"R230",4,2,5,4,4,4,3,5,3,4,4,3,4,3,3,2,3,3,4,4,4,4,5,3,3,2,3,2,2,3,3,3,5,3,3,3,3,4,3,4,4,3,4,4,5,2,3,5,3,4,4,4,5,4,3,2,3,5,2,4,2,3,4,4,4,3,4,5,2,2,4,3,3,3,3,4,3,5,4,3,4,4,4,4,4,3,3,2,2,2,4,3,4,2,3,3,3,3,5,3
"R231",5,4,4,2,4,4,1,3,5,5,5,4,4,4,4,2,3,3,2,3,4,3,3,3,1,5,1,1,3,4,5,4,1,4,3,4,1,4,4,4,3,4,5,4,4,4,3,5,3,3,5,4,2,2,1,3,3,1,4,4,4,4,4,3,3,4,5,5,5,4,4,4,5,4,3,3,2,4,4,3,5,3,3,4,3,3,3,2,5,4,5,4,3,3,2,2,5,4,5,4
"R232",5,5,4,4,4,4,5,4,5,4,5,4,5,4,3,2,4,5,4,4,2,5,3,5,4,3,4,4,5,5,4,4,4,4,4,4,4,5,2,3,5,4,5,5,5,4,4,5,3,3,5,4,3,4,3,4,4,4,5,4,2,4,4,3,4,3,4,5,3,3,4,4,5,5,4,2,4,5,5,5,4,5,4,3,4,2,4,4,4,5,3,4,4,3,3,2,5,4,4,2
"R233",3,4,5,4,2,3,2,2,2,2,2,3,3,5,4,3,1,5,4,4,4,4,1,4,1,1,3,2,2,3,2,3,4,4,3,4,4,5,2,1,2,4,4,5,5,2,1,4,2,1,4,3,2,1,2,2,3,3,4,2,2,4,5,4,2,3,2,4,2,3,2,4,3,5,1,2,1,4,4,3,4,3,4,2,2,2,5,2,2,2,3,4,5,4,4,2,4,1,2,1
"R234",5,5,5,4,4,3,5,5,4,4,5,4,4,4,4,3,3,5,2,3,3,5,4,2,4,2,4,5,5,4,4,5,4,4,4,5,4,5,4,4,1,5,5,5,4,2,4,4,5,4,4,4,1,4,3,2,4,4,5,4,1,4,5,4,4,3,4,5,3,3,1,5,5,5,4,3,4,4,4,4,4,4,4,2,4,2,2,2,5,4,4,4,3,4,5,2,4,4,2,2
"R235",4,3,4,4,4,3,2,4,3,4,4,3,4,3,4,2,5,3,4,3,5,2,4,5,2,2,3,3,4,4,2,3,2,4,4,4,3,4,4,2,4,4,4,3,5,4,2,2,5,5,3,2,3,3,3,4,3,4,4,4,4,3,4,3,4,3,2,4,4,2,3,3,3,4,3,3,2,4,4,3,2,3,4,5,2,3,3,2,5,2,4,3,4,3,3,3,2,4,5,4
"R236",1,2,4,4,4,2,1,4,4,3,2,2,3,3,4,4,2,4,4,2,5,2,4,4,2,3,4,5,4,4,1,3,4,4,4,2,2,4,3,1,1,1,4,4,4,4,2,4,4,2,4,3,4,2,4,3,4,2,4,4,3,3,4,4,4,2,3,4,4,4,2,4,4,3,4,4,4,4,5,4,3,3,4,1,3,2,4,2,4,3,2,4,4,4,4,1,2,4,4,3
"R237",4,4,5,4,5,5,5,4,3,4,2,5,5,4,4,2,4,5,4,4,5,5,4,1,2,3,4,3,2,2,2,4,4,4,5,5,5,5,4,2,4,4,4,4,4,4,4,5,2,5,5,5,4,2,4,2,4,5,2,2,2,5,3,4,4,5,4,2,5,2,1,1,5,2,5,1,1,3,4,3,5,5,5,2,1,1,5,1,4,3,5,5,2,3,4,3,2,2,4,1
"R238",4,4,4,4,4,3,4,5,5,4,3,3,3,4,4,3,3,4,4,3,4,4,3,3,2,3,4,3,4,4,3,4,4,4,4,4,3,5,4,5,1,3,4,4,4,4,3,4,4,4,4,3,1,2,3,4,5,2,4,4,4,4,3,4,4,3,4,5,3,3,1,3,2,5,5,4,4,5,4,4,4,4,3,1,1,2,3,1,5,4,3,3,3,4,4,2,4,5,5,4
"R239",5,2,5,3,2,5,3,4,1,3,5,2,5,4,4,5,4,5,3,2,3,5,1,3,2,5,2,1,5,3,5,5,5,3,2,4,2,5,2,3,5,2,4,5,3,5,3,4,3,4,5,4,1,4,1,5,3,4,5,2,5,2,5,2,2,5,5,4,1,5,5,4,3,4,2,5,2,3,2,4,5,5,3,2,1,5,2,1,1,2,5,3,3,3,2,5,1,2,4,1
"R240",2,4,4,3,4,1,1,5,1,5,1,5,5,5,4,2,1,5,5,3,5,5,4,4,1,1,3,1,2,4,5,5,1,4,5,4,1,5,4,2,2,2,3,4,4,4,1,5,2,1,1,2,2,2,3,1,5,2,5,5,1,5,5,4,5,1,5,2,1,5,1,4,3,5,2,4,1,5,5,5,4,5,5,5,2,1,5,1,5,4,1,5,5,4,5,1,5,2,5,5
"R241",3,4,5,4,5,4,4,5,5,2,3,5,3,5,3,3,4,5,4,4,4,5,4,1,4,3,5,4,4,2,3,5,5,4,4,5,4,5,3,2,1,4,4,5,3,3,4,4,1,4,4,5,5,1,5,3,4,4,3,5,2,5,5,3,4,3,3,5,4,5,3,3,4,3,4,2,4,5,5,5,2,4,4,1,2,1,2,3,4,4,2,4,5,3,4,3,4,4,5,2
"R242",4,2,5,1,5,4,4,5,2,1,5,4,5,2,2,4,2,5,4,2,5,5,5,2,1,2,1,3,2,5,4,5,5,2,4,5,4,5,1,1,2,3,5,5,5,4,2,5,4,4,5,4,5,1,2,4,5,5,2,5,4,2,5,1,4,1,4,5,5,2,5,5,5,3,1,4,2,4,2,1,1,5,5,1,4,2,3,4,4,1,4,2,5,2,5,5,1,5,1,1
"R243",2,2,5,1,5,2,3,5,1,5,2,5,3,5,5,2,5,3,4,4,4,5,5,4,2,1,5,5,5,4,2,1,4,2,5,2,3,5,4,3,1,5,5,5,4,1,5,5,1,5,1,4,5,4,4,1,5,5,5,5,2,4,5,2,5,1,3,5,4,4,1,4,5,5,4,2,4,5,5,4,1,5,4,1,4,1,5,5,5,4,1,4,5,4,4,1,2,5,4,4
"R244",5,2,3,4,4,2,4,3,5,5,4,3,3,4,4,3,4,4,3,4,2,5,2,3,1,3,4,3,5,4,4,4,3,4,4,2,3,5,3,4,3,3,4,4,4,4,3,4,4,4,5,4,2,4,3,3,4,2,4,3,2,4,5,4,3,2,4,3,4,4,3,4,4,5,4,4,3,4,4,3,2,4,3,4,2,2,4,3,4,4,4,4,5,4,4,1,4,3,4,4
"R245",4,5,4,4,5,1,4,5,4,4,1,5,3,5,5,3,3,4,4,4,4,4,5,1,2,2,5,3,3,4,2,4,3,4,4,2,5,5,5,4,1,5,4,4,4,2,3,4,3,4,2,3,4,1,4,3,5,4,4,3,2,5,3,4,4,1,5,4,3,3,1,3,2,4,5,1,3,4,4,4,2,3,3,2,4,1,5,3,3,3,2,4,2,4,4,2,5,5,3,4
"R246",4,4,5,3,4,4,5,5,3,2,3,4,5,4,5,5,2,4,2,2,4,5,2,3,2,1,4,3,4,4,2,4,5,4,4,5,3,5,4,2,3,4,4,5,4,5,4,5,5,4,5,3,4,2,4,2,4,5,4,1,2,4,5,4,4,5,5,5,5,4,1,3,5,4,3,4,2,4,4,4,5,3,4,4,2,4,5,4,5,2,2,2,5,4,2,2,4,5,4,1
"R247",4,4,5,4,4,1,3,3,2,4,3,5,4,5,5,1,5,5,5,4,3,4,4,3,4,1,3,1,1,5,4,3,5,2,4,3,4,5,5,4,1,5,5,5,4,3,4,4,1,5,3,4,5,3,5,1,5,1,2,5,1,5,5,2,4,1,3,4,5,3,1,4,4,5,4,3,5,5,4,4,2,5,5,5,4,3,4,1,4,4,2,4,5,1,5,1,4,5,5,2
"R248",4,2,5,1,4,4,2,5,5,4,4,4,4,3,4,1,4,2,2,4,3,2,3,2,4,2,2,1,3,4,3,2,4,2,4,4,2,5,4,4,3,3,4,4,3,2,4,4,2,4,2,3,4,4,4,3,3,4,4,4,2,2,4,1,4,4,3,2,5,4,4,3,4,4,5,4,5,4,4,4,4,3,3,4,4,2,1,3,4,2,4,2,4,1,5,3,2,1,5,3
"R249",4,5,5,4,4,4,4,5,3,4,3,4,5,5,4,1,4,5,5,5,2,5,5,4,2,1,3,4,4,4,1,2,4,4,5,3,4,5,2,4,1,4,5,5,5,4,4,5,1,5,4,5,4,4,4,2,5,5,5,5,1,5,5,2,5,3,4,5,3,3,3,5,4,5,4,1,4,5,3,5,4,5,4,3,2,2,4,1,5,1,1,4,4,2,4,3,4,5,5,4
"R250",4,4,5,4,4,2,1,5,4,4,2,4,2,4,4,2,2,2,4,4,4,4,4,2,2,2,4,5,5,4,2,4,5,4,4,2,2,4,3,3,1,4,4,4,4,2,2,4,4,5,2,3,4,4,4,2,5,4,4,5,2,4,5,4,4,2,2,4,4,2,2,4,4,4,2,2,2,5,4,2,2,3,4,4,4,2,4,2,4,2,2,4,5,4,3,1,4,5,3,4
"R251",2,2,5,4,5,4,2,5,5,5,4,4,5,4,4,2,4,4,3,4,3,4,4,4,2,2,3,4,3,5,2,4,2,4,5,4,2,5,2,5,2,4,4,4,4,4,3,4,2,5,2,4,4,5,4,2,3,4,4,5,1,2,3,3,4,4,2,4,3,4,4,4,5,4,2,2,4,4,5,4,4,4,5,2,2,2,4,5,4,2,2,3,4,4,4,2,4,4,2,5
"R252",2,4,4,4,5,2,2,4,3,5,2,4,2,4,4,1,2,4,2,4,2,4,5,4,2,1,2,5,2,4,1,3,3,4,5,2,4,5,2,2,2,3,3,4,4,2,3,3,2,4,2,4,5,4,3,1,3,3,2,3,3,4,4,4,4,2,4,4,3,3,2,4,2,2,4,4,4,5,3,3,2,3,4,2,4,1,3,2,2,2,2,4,5,2,4,3,4,2,4,4
"R253",4,5,5,4,4,4,5,4,4,5,2,5,5,4,5,2,5,4,4,4,2,5,5,2,5,1,4,1,4,4,3,5,5,4,4,4,4,5,4,5,1,5,2,4,4,1,5,5,1,5,1,5,2,2,5,1,5,5,2,1,1,5,1,2,5,4,5,5,5,5,1,2,1,5,5,1,5,5,2,5,2,5,4,4,5,1,1,2,5,5,2,5,1,4,4,2,5,2,5,5
"R254",4,1,5,5,4,4,1,4,4,5,4,4,5,3,4,3,3,4,3,3,2,4,4,4,4,3,3,4,5,4,4,3,4,4,4,3,1,4,4,5,3,3,5,5,4,3,3,3,4,4,3,3,4,4,4,4,3,3,5,5,4,4,2,4,3,4,3,4,4,5,3,3,5,5,5,3,1,5,5,3,3,4,5,4,4,3,5,5,5,4,3,3,4,5,4,3,3,3,5,5
"R255",5,4,5,2,2,4,1,5,1,5,5,2,5,5,5,4,2,4,1,4,2,4,5,5,1,5,2,1,1,5,5,2,4,1,5,2,1,2,5,2,5,2,4,4,5,5,1,3,5,2,5,2,5,5,2,5,3,1,5,5,5,1,2,1,2,4,1,5,5,5,5,2,5,5,1,5,4,5,5,2,4,1,5,2,1,5,1,2,2,4,5,5,5,1,5,3,1,5,4,4
"R256",4,2,5,2,5,4,2,5,3,4,5,2,5,4,4,3,3,2,1,3,3,5,2,5,2,4,3,3,4,4,4,1,5,1,5,5,2,5,3,2,3,3,2,4,4,4,3,5,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,2,3,3,5,4,4,3,4,2,2,2,4,4,5,5,5,3,2,4,5,1,4,2,4,4,2,3,3,2,3,4,4,4,5,4,4,2
"R257",5,4,5,4,5,5,3,5,5,5,5,5,5,5,5,3,4,5,5,3,3,5,5,2,3,4,5,3,3,5,4,4,5,4,5,5,5,5,2,4,3,4,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,4,5,4,5,5,5,5,3,4,3,3,5,5,2,4,5,5,5,4,1,4,5,4,3,3,5,3,5,4,5,5,5,4,2,2,5,5,5,4
"R258",2,4,4,5,4,2,4,3,5,2,1,5,5,5,3,1,2,5,3,3,3,5,5,1,2,1,4,3,4,4,2,4,5,5,5,2,4,5,4,2,1,5,4,4,5,2,2,4,2,3,2,5,2,3,3,2,5,2,5,4,1,5,5,5,4,2,5,5,2,4,1,5,4,4,4,1,4,4,4,4,2,4,4,1,2,1,4,2,4,2,1,4,4,4,5,1,4,3,4,1
"R259",5,4,5,2,3,4,3,5,5,3,1,3,2,5,5,5,1,5,5,3,5,5,1,5,2,5,5,4,5,4,5,5,5,5,2,4,5,5,4,1,1,2,5,5,5,5,3,4,5,3,2,3,3,3,2,4,5,5,5,4,4,4,5,3,4,5,5,5,5,4,4,4,4,5,5,3,2,5,5,3,5,4,4,5,2,4,5,3,5,5,5,5,5,5,3,2,4,5,5,2
"R260",4,2,5,1,3,2,1,4,5,3,3,3,2,2,5,5,4,4,4,3,3,4,5,5,2,2,2,3,5,2,2,4,5,5,4,3,1,5,4,4,4,4,4,5,3,3,5,4,5,2,5,3,5,5,2,3,3,4,5,4,4,2,5,4,4,2,3,5,5,3,3,2,2,4,2,5,2,5,5,2,4,4,4,5,1,3,4,3,2,2,2,2,4,5,2,2,1,4,5,2
"R261",5,2,4,2,3,4,3,2,3,3,4,4,2,2,2,1,3,3,3,2,4,3,3,5,4,3,2,2,4,4,4,5,5,2,2,5,5,5,4,2,3,4,4,4,4,5,4,5,4,4,3,2,3,4,4,4,1,1,5,4,4,4,5,3,3,5,4,4,4,2,4,3,3,5,5,3,2,2,5,3,2,1,2,4,1,5,4,2,4,2,5,4,4,2,1,4,4,2,4,3
"R262",1,5,4,4,5,3,5,3,2,4,4,5,5,4,4,1,2,2,2,5,1,5,5,5,2,1,5,1,4,5,1,5,5,5,5,4,4,5,3,1,1,5,5,5,4,1,3,5,3,3,5,5,2,2,4,1,5,4,4,2,1,5,5,5,5,4,5,4,2,4,3,5,5,4,4,2,3,4,5,3,4,4,5,1,4,1,5,3,3,4,2,5,4,5,5,1,4,3,2,4
