dataset,rc,synonyms,antonyms,even_odd,rpr,person_total,d2,longstring,irv,response_time
fbps,-3.01108,-0.71460,-0.86276,-0.97937,-0.72129,2.30417,1.59244,0.00000,0.56355,NA
fbps,0.54024,-0.39534,-0.06912,-0.82879,-0.74279,-0.39085,-1.00224,0.00000,-0.85012,NA
fbps,-0.62790,-0.41599,-0.25970,-0.73917,-0.62463,-0.61866,0.34591,0.00000,0.70783,NA
fbps,-0.69281,-0.78156,-0.91963,-0.87948,-0.87131,0.90930,0.50250,-0.67449,0.12677,NA
fbps,-2.24245,-0.58593,-0.81321,-0.53300,-0.61743,2.29070,2.66570,-0.67449,1.45170,NA
fbps,0.57349,-0.01706,-0.05304,0.56967,0.37156,0.34418,0.13803,-0.67449,-0.30842,NA
fbps,-1.14758,-0.78033,-0.81637,-0.98401,-0.81662,0.76754,0.73420,0.00000,-0.07305,NA
fbps,1.32934,-0.13084,0.12528,0.63109,-0.19121,0.57871,0.23291,0.00000,0.06761,NA
fbps,-1.32231,-0.75184,-0.75141,-0.37286,-0.63861,-0.22432,1.11381,-0.67449,1.06316,NA
fbps,0.64458,-0.32350,-0.61240,-0.94405,-0.76047,-1.01527,0.73466,0.00000,1.48089,NA
fbps,-1.47431,-0.35894,-0.64305,-0.84436,-0.84782,0.04137,0.44967,0.00000,0.44147,NA
fbps,0.50933,-0.43996,-0.34550,-0.97116,-0.57768,-0.07839,-0.82984,-0.67449,-0.56094,NA
fbps,0.45540,-0.61788,-0.40943,-0.79513,-0.84631,-0.08237,0.45672,0.67449,0.84325,NA
fbps,-0.50120,-0.74120,-0.73762,-0.78063,-0.83080,1.32751,0.19639,-0.67449,-0.67745,NA
fbps,-1.24888,-0.69955,-0.64479,-0.58888,-0.71833,0.29258,0.12252,0.67449,0.18091,NA
fbps,0.27568,-0.03928,-0.42680,-0.27673,-0.22491,-1.50182,-0.96606,1.34898,0.18281,NA
fbps,-1.04667,-0.67340,-0.59812,-0.94577,-0.72118,-0.57523,-0.01083,0.00000,0.62284,NA
fbps,-0.81285,-0.47560,-0.42554,-0.73763,-0.78871,-0.47001,-1.45289,1.34898,-1.66241,NA
fbps,-0.75292,-0.56153,-0.40264,-0.81503,-0.82724,0.87959,1.41224,2.02347,1.03440,NA
fbps,-2.05577,-0.79746,-0.78094,-0.82640,-0.84104,0.24487,2.04060,0.00000,1.33642,NA
fbps,0.22086,-0.32002,-0.78000,0.23213,0.07165,0.95489,0.42245,0.00000,-0.03345,NA
fbps,-0.41746,-0.63182,-0.91136,-0.92848,-0.74634,2.65363,0.15970,0.00000,-1.27268,NA
fbps,2.25120,-0.06416,-0.36628,-0.55056,-0.50079,0.95842,-0.59250,0.67449,-1.33014,NA
fbps,-0.09779,-0.54788,-0.58400,0.90846,0.62161,-0.58370,-0.50325,0.00000,-0.35352,NA
fbps,0.37374,-0.24502,-0.44761,-0.70132,-0.64405,-1.27345,0.08816,0.00000,0.98545,NA
fbps,1.32379,-0.48587,-0.36927,-0.54784,-0.68782,0.42116,2.24605,0.00000,1.75849,NA
fbps,-1.63437,-0.51619,-0.72609,-0.91860,-0.68378,0.94389,1.50386,-1.34898,1.02108,NA
fbps,-0.54924,-0.67693,-0.62666,-0.96277,-0.90620,-0.01371,-0.11463,0.00000,0.00000,NA
fbps,-0.20711,-0.50121,-0.49249,-0.50121,-0.65435,1.47166,1.67179,2.02347,0.15741,NA
fbps,0.71208,-0.63677,-0.44882,-0.84757,-0.82707,0.68588,0.35430,0.00000,-0.13498,NA
duckworth,1.02899,-0.16390,-0.26646,0.81779,0.24476,-1.23702,-1.02841,-0.67449,-0.46497,-307.00000
duckworth,-0.86310,-0.38611,-0.38206,0.16324,-0.28070,-0.51680,-0.36169,-0.67449,-0.15980,-134.00000
duckworth,-0.50323,-0.52751,-0.82072,0.29887,-0.53356,0.21648,-0.70892,-0.67449,-0.92374,-138.00000
duckworth,0.15041,-0.65388,-0.38146,0.29154,-0.60096,-0.34772,0.53660,-1.34898,0.73903,-4440.00000
duckworth,-0.79527,-0.54714,-0.78462,0.45270,-0.43773,1.61408,1.37222,-0.67449,0.01497,-337.00000
duckworth,0.35096,-0.74365,-0.65784,-0.40815,-0.86805,-0.53110,0.54787,-1.34898,0.97744,-554.00000
duckworth,-0.10426,-0.34286,-0.39611,-0.43116,-0.53797,-0.55247,-0.31545,0.00000,0.30368,-212.00000
duckworth,-1.50469,-0.46235,-0.24179,-0.49079,-0.65926,0.23002,-0.27274,-0.67449,-0.63204,-207.00000
duckworth,0.51047,-0.75174,-0.89492,-0.29069,-0.65472,-1.01272,0.54560,2.02347,1.25894,-183.00000
duckworth,-0.36634,-0.68438,-0.85208,0.79384,-0.05713,-1.39894,-1.24917,0.00000,-0.39703,-143.00000
duckworth,0.63466,-0.50561,-0.30959,-0.72519,-0.79049,1.22547,0.90111,0.67449,0.19628,-311.00000
duckworth,-1.85425,-0.62324,-0.65074,-0.62245,-0.72001,0.54812,0.99387,1.34898,1.03840,-407.00000
duckworth,0.75816,-0.16501,-0.52335,-0.50674,-0.57813,-1.28979,-0.95550,-0.67449,-0.39703,-831.00000
duckworth,1.62418,0.00484,0.05039,0.11381,-0.48125,0.24197,0.35901,0.67449,-0.00437,-371.00000
duckworth,0.35096,-0.74365,-0.65784,-0.40815,-0.85604,-0.53110,0.54787,-1.34898,0.97744,-411.00000
duckworth,0.87223,-0.25950,-0.40325,0.63084,-0.16418,-1.40857,-0.79378,0.67449,0.22032,-303.00000
duckworth,0.73453,-0.30614,-0.49047,-0.26783,-0.61235,-0.92707,-0.61364,-0.67449,-0.35871,-353.00000
duckworth,1.65381,-0.08207,-0.26242,-0.43610,-0.64109,0.33688,1.13246,-0.67449,1.22600,-287.00000
duckworth,-0.42464,-0.71820,-0.76350,-0.32126,-0.69785,1.91196,1.31872,0.00000,0.58790,-444.00000
duckworth,-0.74942,-0.12706,-0.18326,-0.27244,-0.48172,-0.13901,0.37798,0.00000,0.45531,-163.00000
duckworth,0.78192,-0.18249,-0.31916,0.99713,0.83822,-0.53130,-0.71229,0.00000,-0.52209,-110.00000
duckworth,-2.34598,-0.72671,-0.88354,-0.02215,-0.68432,1.23755,1.12484,-0.67449,0.33257,-193.00000
duckworth,1.64696,-0.12001,-0.16463,-0.61231,-0.42662,-0.19978,-1.34646,0.67449,-1.53116,-261.00000
duckworth,1.10649,-0.37984,-0.25880,0.44524,0.06485,-0.47006,-1.52054,-0.67449,-1.78009,-167.00000
duckworth,-1.35590,-0.32099,-0.18973,-0.04918,-0.09348,-0.02347,-1.53420,4.04694,-2.36825,-328.00000
duckworth,0.54275,-0.56943,-0.76179,-0.42402,-0.69225,0.00239,-0.69843,1.34898,-0.79276,-249.00000
duckworth,-0.84788,-0.53342,-0.19272,-0.41984,-0.58873,-0.05285,-0.96549,3.37245,-1.15644,-165.00000
duckworth,0.82767,-0.18663,-0.37079,0.00374,0.07815,0.03330,-1.64247,0.67449,-2.58243,-406.00000
duckworth,-1.51438,-0.73994,-0.60989,-0.46327,-0.70798,-0.17253,0.39910,0.67449,0.49718,-148.00000
duckworth,-0.44723,-0.41108,-0.63715,0.40630,-0.31785,-0.87484,-1.10233,0.00000,-0.84885,-105.00000
duckworth,0.06347,0.02391,-0.31990,-0.09424,-0.43478,0.57646,0.31305,-0.67449,0.01248,-244.00000
duckworth,-1.75895,-0.91659,-0.86211,-0.30977,-0.81207,0.65876,2.27919,2.02347,1.71813,-191.00000
duckworth,-0.86899,-0.58178,-0.60249,0.49073,-0.35267,0.92287,0.90097,-1.34898,0.64112,-191.00000
duckworth,-0.88879,-0.43081,-0.64464,0.52867,0.08665,2.83577,2.29627,-0.67449,0.79366,-159.00000
duckworth,0.25042,-0.55513,-0.42712,-0.65994,-0.84483,-0.16486,0.74214,0.00000,0.78495,-205.00000
duckworth,-0.73702,-0.68794,-0.69031,-0.44234,-0.61635,-0.32373,0.28973,-0.67449,0.56931,-246.00000
duckworth,0.47252,-0.28944,0.02048,0.75241,0.21392,-0.13890,1.08890,0.67449,0.60757,-202.00000
duckworth,0.86456,-0.38279,-0.53466,-0.00037,-0.50705,1.38956,-1.06900,0.00000,-1.94504,-248.00000
duckworth,1.20236,-0.21565,-0.30042,-0.00487,-0.46710,-1.26544,-1.59424,0.00000,-1.20132,-122.00000
duckworth,0.43600,-0.68199,-0.59601,0.34245,-0.33308,-0.10683,1.14688,-0.67449,1.14266,-65058.00000
duckworth,0.28265,-0.17272,-0.09093,-0.75234,-0.70148,-1.22896,-0.81679,1.34898,-0.04516,-271.00000
duckworth,-2.23488,-0.88401,-0.85228,-0.37049,-0.86071,1.79458,3.43000,1.34898,1.69541,-564.00000
duckworth,-0.81992,-0.19562,-0.79996,0.81902,0.26262,-0.78424,-0.24230,-0.67449,0.11617,-185.00000
duckworth,-0.32013,-0.45589,-0.61506,-0.28326,-0.61033,1.17773,1.39325,-1.34898,0.48287,-178.00000
duckworth,1.78275,-0.16229,-0.35185,-0.58974,-0.53577,4.44043,2.07845,-0.67449,-0.77519,-253.00000
duckworth,0.17567,-0.45424,-0.55521,0.07979,-0.63993,-0.36269,-0.29032,1.34898,-0.08500,-197.00000
duckworth,0.78420,-0.51808,-0.31453,-0.63199,-0.68397,0.81859,-0.73790,-1.34898,-1.23368,-225.00000
duckworth,1.07063,-0.43749,-0.40846,0.77294,-0.00054,0.34076,1.11236,-0.67449,0.56309,-786.00000
duckworth,-0.99944,-0.87928,-0.78554,-0.41768,-0.78215,2.66642,1.83508,-0.67449,0.32727,-185.00000
duckworth,-0.89398,-0.52643,-0.49757,-0.49526,-0.61297,0.30304,0.78563,1.34898,0.22512,-161.00000
duckworth,2.08538,-0.30811,-0.29168,-0.15976,-0.51503,1.31741,3.00942,0.67449,1.68022,-312.00000
duckworth,-0.90639,-0.66282,-0.76233,-0.52362,-0.72514,-0.69691,0.27844,-0.67449,0.77350,-251.00000
duckworth,-0.00407,-0.47774,-0.24508,0.10220,-0.59492,0.45466,-0.44446,-0.67449,-0.41054,-203.00000
duckworth,0.23029,-0.27933,-0.54950,0.27163,-0.28837,-0.36264,0.27836,0.00000,0.60588,-265.00000
duckworth,0.98765,-0.04230,-0.16007,-0.15561,-0.14630,-0.56493,-1.51486,6.07042,-2.32481,-276.00000
duckworth,-0.82461,-0.59733,-0.76673,-0.38096,-0.70365,0.73770,0.31946,-0.67449,-0.15658,-295.00000
duckworth,0.44469,-0.48472,-0.43584,0.85215,0.08136,0.02732,-0.81262,-0.67449,-1.18925,-534.00000
duckworth,0.88076,0.02118,-0.34871,0.41424,0.06091,-0.36540,-0.56029,-0.67449,-0.37548,-206.00000
duckworth,0.17791,-0.60807,-0.45483,-0.67223,-0.82285,0.21215,-0.61428,0.00000,-1.00300,-162.00000
duckworth,-0.57770,-0.39592,-0.65357,0.38958,-0.22163,0.66775,-0.26115,1.34898,-0.72361,-234.00000
duckworth,0.00674,-0.36908,-0.59388,0.53283,-0.14016,-0.18834,0.81083,-0.67449,1.09255,-241.00000
duckworth,0.10198,-0.69684,-0.86333,0.09691,-0.31187,0.17450,-0.18515,-0.67449,-0.37011,-234.00000
duckworth,-0.29158,-0.74836,-0.90915,0.22418,-0.47830,-0.77470,0.51849,0.00000,1.24223,-217.00000
duckworth,-0.70326,-0.76475,-0.69885,0.18231,-0.63729,2.56930,2.90092,0.00000,1.18778,-156.00000
duckworth,-0.53968,-0.36431,-0.60011,0.36593,0.08810,-0.26964,-1.04310,0.67449,-1.14768,-266.00000
duckworth,0.91948,-0.15778,-0.28734,0.61655,0.40975,0.35700,-0.46951,0.00000,-0.78178,-215.00000
duckworth,-0.25361,-0.19313,-0.26167,0.09356,-0.20580,-0.68073,-0.32075,-1.34898,0.10209,-350.00000
duckworth,-1.10169,-0.63488,-0.57625,0.64105,-0.26059,0.96353,0.54381,-0.67449,0.01497,-134.00000
duckworth,0.14929,-0.10561,-0.23298,-0.75851,-0.55564,-0.74919,-0.66544,-0.67449,-0.24026,-318.00000
duckworth,0.77202,-0.06597,-0.16366,0.24105,0.52227,-0.73614,-1.26347,0.67449,-0.87941,-161.00000
duckworth,-0.85415,-0.45624,-0.15847,-0.65746,-0.28582,1.47046,2.32589,2.69796,0.66117,-266.00000
duckworth,1.10136,-0.33157,-0.19926,0.70859,-0.24701,0.26739,-0.33347,0.00000,-0.58972,-384.00000
duckworth,0.04522,-0.66625,-0.45308,-0.64031,-0.71505,-0.67656,-0.68531,0.00000,-0.26912,-162.00000
duckworth,-0.73279,-0.61373,-0.87098,0.36089,-0.34446,0.13340,1.55360,-0.67449,1.13648,-241.00000
duckworth,0.70644,-0.52636,-0.63391,-0.08497,-0.71538,-0.91916,-1.22797,1.34898,-0.92374,-236.00000
duckworth,-0.75152,-0.51336,-0.36281,0.33764,-0.52178,1.61756,1.65557,0.67449,1.16064,-147.00000
duckworth,0.84577,-0.41561,-0.60627,0.57351,-0.03435,-1.19547,-0.54663,-0.67449,0.61933,-172.00000
duckworth,1.61212,-0.11043,-0.01829,-0.14674,-0.28064,0.97771,-0.64058,0.00000,-1.25649,-211.00000
duckworth,-0.57377,-0.43792,-0.27576,-0.99330,-0.70928,-0.13787,-0.43926,0.00000,-0.67116,-173.00000
duckworth,-1.35373,-0.48680,-0.49134,-0.35279,-0.69908,0.69887,-0.40660,0.00000,-1.72893,-156.00000
duckworth,0.54268,-0.52931,-0.53522,-0.25900,-0.60392,1.28362,0.47060,0.00000,-0.49792,-308.00000
duckworth,2.13053,-0.16788,-0.62462,-0.82326,-0.67936,1.71056,-0.33932,0.67449,-1.75861,-208.00000
duckworth,0.08874,-0.74824,-0.23270,-0.54879,-0.78205,-0.47067,1.22716,2.69796,1.29473,-270.00000
duckworth,1.00276,-0.06841,-0.30903,0.11786,-0.24704,-1.16454,-0.46431,-0.67449,0.51999,-315.00000
duckworth,-0.22473,-0.24154,-0.38179,0.94240,0.57663,0.22462,-0.57323,-1.34898,-0.81630,-200.00000
duckworth,0.61093,-0.20505,-0.68234,0.46918,0.21462,-1.22503,-0.83328,0.00000,0.12838,-120.00000
duckworth,-0.22433,-0.30264,-0.25927,-0.22352,-0.26411,-0.90874,-1.29114,0.67449,-0.80525,-199.00000
duckworth,-0.85642,-0.38521,-0.76244,0.65070,0.06619,-0.09404,0.56320,-0.67449,0.56309,-1252.00000
duckworth,1.85401,-0.06524,-0.24470,-0.42093,-0.66096,0.56450,0.35845,-0.67449,-0.79350,-430.00000
duckworth,0.88638,0.02919,-0.24679,0.13503,0.32520,-0.97919,-1.39005,0.00000,-1.23368,-183.00000
duckworth,0.20473,-0.81210,-0.97231,0.31486,-0.61181,-0.74732,0.26797,-0.67449,0.90949,-260.00000
duckworth,-0.67104,-0.45943,-0.59277,0.01160,-0.39869,0.08854,-0.72446,1.34898,-1.28271,-313.00000
duckworth,-1.66828,-0.52916,-0.64039,-0.84337,-0.83889,0.13410,-0.66246,0.67449,-0.96624,-299.00000
duckworth,0.91369,-0.27539,-0.53137,-0.86280,-0.74619,1.03349,-0.04243,-0.67449,-0.94266,-293.00000
duckworth,-1.28061,-0.66383,-0.43438,-0.89286,-0.80595,0.09742,0.31495,0.67449,0.15333,-408.00000
duckworth,2.21296,-0.10116,-0.10002,-0.54171,-0.45035,1.36789,0.31296,-0.67449,-0.53388,-303.00000
duckworth,0.89000,-0.03264,-0.21908,0.39473,0.13676,-0.70892,-1.40759,1.34898,-1.30579,-139.00000
duckworth,0.44327,-0.50128,-0.45589,0.12207,-0.34270,1.06980,1.07155,0.00000,0.56309,-223.00000
duckworth,-1.00496,-0.45991,-0.57296,-0.02291,-0.33850,-0.46614,-0.50917,0.00000,0.04231,-368.00000
duckworth,-0.95942,-0.61865,-0.56206,-0.67710,-0.83302,-0.94386,-0.61584,-0.67449,-0.03258,-230.00000
duckworth,-1.02463,-0.39819,-0.53232,0.03709,-0.23527,1.00569,0.13551,-0.67449,-0.30874,-323.00000
duckworth,-0.84188,-0.52699,-0.82395,0.61144,-0.01919,1.77903,1.07764,0.00000,0.24725,-94.00000
duckworth,0.56434,-0.28301,0.04286,0.33973,-0.08579,-0.38710,-1.09933,2.02347,-1.03155,-812.00000
duckworth,0.14634,-0.49541,-0.71954,0.11604,-0.55777,1.46129,1.05099,0.00000,0.44898,-220.00000
duckworth,0.55232,-0.27646,-0.08987,-0.60864,-0.38193,-0.50417,-0.19527,0.67449,-0.11109,-228.00000
duckworth,-1.70357,-0.33299,-0.42035,0.18088,-0.37239,-0.22057,-0.13705,-1.34898,0.16304,-329.00000
duckworth,-0.70453,-0.21269,-0.61840,0.40305,-0.06779,0.27076,-0.29303,-0.67449,-0.72361,-191.00000
duckworth,2.04376,0.08478,-0.25339,0.38605,-0.06555,0.19435,-0.13758,-0.67449,-0.11109,-272.00000
duckworth,0.44204,-0.36075,0.01120,0.44691,-0.18613,0.64314,-1.17946,-0.67449,-2.07013,-152.00000
duckworth,0.16734,-0.45763,-0.13174,0.86786,0.66939,-0.90847,0.05874,2.02347,0.56309,-220.00000
duckworth,0.04640,-0.25429,-0.69059,-0.37309,-0.47791,1.18065,0.39246,-0.67449,-0.64623,-271.00000
duckworth,0.26569,-0.13343,-0.62010,-0.49010,-0.38893,-1.21441,0.06338,-0.67449,0.83701,-203.00000
duckworth,1.02247,-0.09840,-0.25973,0.09457,0.07535,-1.14657,0.23081,-0.67449,1.45617,-350.00000
duckworth,-0.11739,-0.37009,-0.50677,-0.18408,-0.53691,-0.81084,-0.66728,1.34898,-0.13090,-223.00000
duckworth,-0.79112,-0.63564,-0.84952,0.44973,-0.21605,3.09225,1.60802,1.34898,-0.27373,-256.00000
duckworth,0.58048,-0.00036,-0.10003,-0.68312,-0.11958,0.40233,-0.95819,0.00000,-1.33983,-931.00000
duckworth,-0.49572,-0.93506,-0.96353,-0.26853,-0.78618,4.18406,4.94368,2.02347,1.65165,-119.00000
duckworth,-0.73155,-0.34747,-0.54929,0.59883,-0.23111,0.90792,1.19251,1.34898,0.78441,-259.00000
duckworth,-0.08807,-0.15420,-0.23639,-0.06404,-0.20690,-0.53509,-0.67809,-0.67449,-0.74316,-929.00000
duckworth,1.04677,-0.51554,-0.35322,-0.03206,-0.49919,-0.64243,1.07109,0.00000,1.43207,-225.00000
duckworth,0.56547,-0.52775,-0.47279,-0.25733,-0.66659,0.84952,-0.62039,0.00000,-1.48936,-132.00000
duckworth,-0.00657,-0.67857,-0.24673,-0.16096,-0.66414,-1.50778,-1.23899,0.67449,-0.30344,-158.00000
duckworth,0.30417,-0.42241,0.02547,-0.40314,-0.46098,-0.41590,0.29039,-0.67449,0.40908,-137.00000
duckworth,-1.27343,-0.34660,-0.63681,-0.89485,-0.68172,0.94681,-0.27967,-0.67449,-1.15963,-208.00000
duckworth,-1.18152,-0.55358,-0.65496,-0.25383,-0.31921,-1.11167,-0.92489,1.34898,-0.19533,-232.00000
duckworth,0.34540,-0.60359,-0.82524,-0.33871,-0.62229,-0.80065,0.84893,-0.67449,1.41234,-165.00000
duckworth,0.18051,-0.19696,-0.39815,0.23863,-0.12055,-0.34801,0.99955,-0.67449,0.94621,-147.00000
duckworth,-0.22250,-0.62380,-0.45773,0.81348,0.28399,0.16344,-0.20121,0.00000,0.11617,-221.00000
duckworth,0.76156,-0.51067,-0.75624,0.17290,-0.64186,-0.12046,-0.95336,0.00000,-1.07746,-199.00000
duckworth,0.09980,-0.42022,-0.66788,0.29009,-0.26072,-1.20834,-0.67691,0.00000,0.03052,-320.00000
duckworth,-0.81505,-0.66331,-0.81457,-0.13447,-0.52142,0.20814,-0.62894,-0.67449,-0.72361,-164.00000
duckworth,0.59068,-0.54913,-0.43559,-0.35579,-0.47572,1.72222,1.05894,-0.67449,-0.26058,-706.00000
duckworth,0.66203,-0.27192,-0.55099,-0.95757,-0.70682,0.49759,-0.55641,2.02347,-1.18925,-150.00000
duckworth,1.46026,-0.22853,-0.50273,-0.19858,-0.50619,0.06802,0.62249,-1.34898,0.53137,-217.00000
duckworth,-0.67987,-0.30931,-0.40018,0.40418,-0.09972,0.98959,2.09049,-0.67449,1.33683,-246.00000
duckworth,-1.71928,-0.54645,-0.69725,0.61978,-0.10594,0.63053,-0.55698,0.67449,-1.10966,-184.00000
duckworth,0.62601,-0.34321,-0.60634,0.27960,-0.51518,-0.34078,0.60130,-0.67449,0.73244,-225.00000
duckworth,0.57509,-0.25578,-0.26922,-0.11949,-0.16786,-1.33011,-1.48391,0.67449,-0.95482,-283.00000
duckworth,-0.65451,-0.59496,-0.46807,-0.46700,-0.62289,0.23550,-0.10528,-0.67449,-0.15915,-183.00000
duckworth,0.40477,-0.47128,-0.68285,0.98943,0.81554,-0.70299,-1.39109,1.34898,-1.42069,-231.00000
duckworth,-1.51484,-0.63626,-0.54151,-0.24520,-0.58275,1.43649,1.06625,0.67449,-0.50896,-346.00000
duckworth,1.18707,-0.33981,0.11286,-0.66406,-0.55989,0.25115,-0.35695,0.00000,-0.77519,-232.00000
duckworth,1.67818,-0.18042,0.05137,-0.35218,-0.48736,2.05389,4.49466,0.67449,2.70374,-291.00000
duckworth,0.31006,-0.36837,-0.85189,0.04432,-0.44968,-0.73394,1.21109,0.00000,1.76289,-211.00000
duckworth,-0.30321,-0.63856,-0.43530,-0.72756,-0.81818,-0.73660,-0.15299,-0.67449,0.21372,-582.00000
duckworth,0.00673,-0.32495,-0.49084,0.08243,-0.45207,-0.43431,-0.90193,1.34898,-0.87044,-392.00000
duckworth,0.17773,-0.26732,-0.23889,-0.20894,-0.34078,-0.66103,-0.98209,1.34898,-1.09707,-412.00000
duckworth,-1.02074,-0.67602,-0.63069,-0.07108,-0.71030,2.85239,4.44751,1.34898,2.08436,-170.00000
duckworth,0.74402,-0.31333,-0.55667,0.24803,-0.44533,-1.55288,-0.16742,-0.67449,0.67005,-174.00000
duckworth,-1.39803,-0.38881,-0.43170,-0.58013,-0.49830,0.27282,-0.62787,0.00000,-0.96624,-154.00000
duckworth,0.94300,-0.58357,-0.57211,-0.18164,-0.57462,0.63117,2.08557,2.69796,1.42862,-221.00000
duckworth,-1.57032,-0.67519,-0.69450,0.09402,-0.66229,0.39718,1.42930,0.67449,1.33683,-168.00000
duckworth,0.11407,-0.57528,-0.92329,0.77367,-0.11879,-1.01467,0.89950,0.00000,1.61913,-168.00000
duckworth,2.01488,-0.35692,-0.54186,0.01197,-0.60160,2.10730,1.14173,0.00000,-0.28956,-253.00000
duckworth,0.03214,-0.62905,-0.56038,-0.39407,-0.74335,-0.11015,0.64003,0.67449,0.74726,-232.00000
duckworth,1.82347,-0.02537,-0.25154,0.64865,0.48801,-0.42664,-1.17526,0.00000,-0.66046,-102.00000
duckworth,0.33367,-0.27308,-0.06251,-0.91985,-0.77138,0.23190,-0.69373,0.67449,-0.99992,-405.00000
duckworth,0.63503,-0.42195,-0.54487,-0.75922,-0.69356,2.18699,0.18805,-1.34898,-1.20132,-211.00000
duckworth,0.42060,-0.47717,-0.35081,-0.07924,-0.62170,0.15057,0.79808,-0.67449,0.60532,-242.00000
duckworth,-0.85445,-0.72124,-0.57812,-0.55077,-0.85324,0.56782,0.78808,0.00000,0.29659,-284.00000
duckworth,1.34963,-0.15852,-0.52627,-0.28612,-0.51715,1.40081,2.35212,-0.67449,1.07438,-262.00000
duckworth,-0.02026,-0.20259,-0.32227,-0.34628,-0.41608,-1.19384,-0.99300,-0.67449,-0.33533,-217.00000
duckworth,0.40382,-0.61001,-0.84349,0.00697,-0.60569,-0.82809,-1.51530,2.02347,-1.29918,-215.00000
duckworth,-0.87897,-0.78781,-0.93412,0.16956,-0.51051,4.81330,4.91588,-0.67449,0.81266,-163.00000
duckworth,-0.04948,-0.73647,-0.80783,-0.11352,-0.61190,0.42746,1.09412,0.00000,0.73025,-254.00000
duckworth,-1.20560,-0.46227,-0.58845,0.07713,-0.24282,-1.09414,-0.58796,0.67449,-0.22655,-188.00000
duckworth,-0.08347,-0.29371,-0.60991,-0.31004,-0.09781,-0.74244,0.50207,-1.34898,1.40888,-235.00000
duckworth,0.36234,-0.29672,-0.34699,-0.86482,-0.68870,1.06689,-0.69665,4.04694,-1.64404,-182.00000
duckworth,-1.08492,-0.56011,-0.88705,-0.60892,-0.83221,1.28893,-0.18170,-1.34898,-1.10966,-195.00000
duckworth,0.69809,-0.33279,-0.52036,-0.03209,-0.29821,-1.35454,-1.08160,-0.67449,-0.35604,-267.00000
duckworth,-0.87196,-0.25001,-0.57408,0.32932,-0.22058,-0.11020,0.99424,0.00000,1.29523,-228.00000
duckworth,-0.17432,-0.72772,-0.80359,0.80712,0.19238,-0.52631,0.08093,-0.67449,0.56535,-255.00000
duckworth,-0.11132,-0.38074,-0.71685,-0.33176,-0.47540,-1.18002,-1.12843,-0.67449,-0.02504,-111.00000
duckworth,0.92771,-0.30966,-0.74501,0.26159,-0.38577,0.31104,-1.09913,0.67449,-1.50672,-217.00000
duckworth,1.27143,-0.55333,-0.45982,-0.17734,-0.71680,-0.92483,0.48116,0.00000,1.07178,-358.00000
duckworth,0.58892,-0.49179,-0.43140,-0.54945,-0.72083,-1.28336,-0.64308,-0.67449,0.10209,-224.00000
duckworth,0.02058,-0.49584,-0.53211,-0.39992,-0.58158,0.90316,0.76230,-1.34898,0.54895,-207.00000
duckworth,-1.84279,-0.74398,-0.47891,-0.14867,-0.75934,-0.64045,-0.43502,-0.67449,-0.05967,-193.00000
duckworth,0.15001,-0.62016,-0.69227,0.76006,0.18431,-1.30275,-0.32913,0.00000,0.58058,-418.00000
duckworth,-0.37581,-0.75962,-0.85504,0.86426,-0.29438,-1.26451,-0.55238,0.00000,0.25203,-177.00000
duckworth,-0.17557,-0.83550,-0.75591,-0.29445,-0.78089,-0.61285,-0.11469,0.67449,0.45992,-290.00000
duckworth,-0.23152,-0.33722,-0.39116,-0.07523,-0.39054,0.48703,-0.16413,0.67449,-0.74897,-309.00000
duckworth,-1.38425,-0.67909,-0.93667,0.32139,-0.63885,0.35226,1.66849,-0.67449,1.25641,-198.00000
duckworth,0.93020,-0.37801,-0.62315,-0.40222,-0.63998,2.15349,2.08322,0.00000,1.09048,-324.00000
duckworth,-1.58111,-0.77156,-0.73617,-0.68572,-0.86012,0.43283,1.51129,0.00000,1.20819,-113.00000
duckworth,-0.53071,-0.29249,-0.44387,-0.66737,-0.48764,-0.60115,-0.05944,-1.34898,0.39107,-196.00000
duckworth,-0.10405,-0.47156,-0.64669,0.16484,-0.50479,-0.28070,0.70803,-0.67449,0.74342,-187.00000
duckworth,-0.93008,-0.67671,-0.95127,-0.03092,-0.62157,2.82374,4.31438,0.00000,1.90793,-236.00000
duckworth,0.53663,-0.18872,-0.19167,0.21291,-0.08016,0.63106,1.32098,-0.67449,0.61933,-428.00000
duckworth,0.00802,-0.29095,-0.03626,0.04055,-0.14236,0.33236,-0.44588,0.00000,-0.68046,-177.00000
duckworth,0.57848,-0.36750,-0.11330,-0.45892,-0.48800,0.57708,-1.10234,1.34898,-1.97364,-220.00000
duckworth,1.11526,-0.11631,-0.49912,-0.20489,-0.48971,-0.99672,-0.63022,0.00000,0.07690,-276.00000
duckworth,0.28648,-0.28323,-0.53813,-0.90791,-0.77467,-0.60056,0.00682,-0.67449,0.27286,-273.00000
duckworth,-2.05545,-0.67489,-0.72055,0.95298,-0.11509,-0.61070,-0.10592,0.00000,0.39049,-367.00000
duckworth,-0.04091,-0.66917,-0.84810,0.54053,-0.36919,-0.43453,0.19878,-1.34898,0.93080,-195.00000
duckworth,1.53620,-0.50079,-0.60270,-0.83737,-0.45683,2.02553,-0.82118,0.00000,-2.23222,-244.00000
duckworth,0.05309,-0.33728,-0.13974,-0.68547,-0.29225,0.73336,-0.87603,2.02347,-1.78102,-348.00000
